ingreds,recipe,quant,ingred,Proper,Name,Price,units,Quantity,QUnit,Qunat_recipe,unit_recipe,stand_quant
Smoked Paprika,Smokey Pasta Alforno,1 pot(s),Smoked Paprika,smoked paprika,Smoked Paprika 44g,0.9,44g,44,g,1,pot(s),1
Finely Chopped Tomatoes with Basil,Smokey Pasta Alforno,1 pack(s),Finely Chopped Tomatoes with Basil,stir in tomato and basil pasta sauce,Stir In Tomato & Basil Pasta Sauce 150g,0.9,150g,150,g,1,pack(s),1
Cheddar Cheese,Smokey Pasta Alforno,1 unit(s),Cheddar Cheese,british medium cheddar cheese slices,British Medium Cheddar Cheese Slices 240g,1.7,240g,240,g,1,unit(s),1
Creme Fraiche,Smokey Pasta Alforno,1 pack(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pack(s),1
Hickory Smoked Sausage,Smokey Pasta Alforno,2 unit(s),Hickory Smoked Sausage,Hickory Smoked Sausage,Mattessons Smoked Pork Sausage Original 160g,2,160g,160,g,2,unit(s),2
Venison Mince,Venison Spag Bol,200 grams,Venison Mince,lamb half leg fillet or shank,Lamb Half Leg (Fillet or Shank),11.5,x1,1,unit,200,grams,1
Wheat Spaghetti,Venison Spag Bol,150 grams,Wheat Spaghetti,spaghetti,Spaghetti 500g,0.55,500g,500,g,150,grams,0.3
Italian Herbs,Venison Spag Bol,1 pot(s),Italian Herbs,Italian Herbs,Sainsbury's Italian Herb Seasoning 14g,0.85,14g,14,g,1,pot(s),1
Worcester Sauce,Venison Spag Bol,1 sachet,Worcester Sauce,lea and perrins worcestershire sauce,Lea & Perrins Worcestershire Sauce 150ml,1.6,150m,150,ml,1,sachet,1
Tomato Passata,Venison Spag Bol,1 pack(s),Tomato Passata,mutti double concentrate tomato,Mutti Double Concentrate Tomato 130g,1.2,130g,130,g,1,pack(s),1
Red Wine Stock,Venison Spag Bol,1 pot(s),Red Wine Stock,Red Wine Stock,Oxo Red Wine Stock Pots x4 20g,1,20g,20,g,1,pot(s),1
Carrot,Venison Spag Bol,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Baby Spinach,Venison Spag Bol,1 unit(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,unit(s),1
Water,Venison Spag Bol,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Diced Chicken Thigh,BBQ Chicken Pizza,140 grams,Diced Chicken Thigh,roast chicken thighs,Roast Chicken Thighs 500g,3,500g,500,g,140,grams,0.28
Red Onion,BBQ Chicken Pizza,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Mozzarella,BBQ Chicken Pizza,1 ball(s),Mozzarella,Mozzarella,Mozzarella Cheese 150g,0.75,150g,150,g,1,ball(s),1
Green Pepper,BBQ Chicken Pizza,1 unit(s),Green Pepper,green pepper,Green Pepper,0.45,x1,1,unit,1,unit(s),1
Italian Pizza Bases,BBQ Chicken Pizza,1 unit(s),Italian Pizza Bases,pizza bases,Pizza Bases x2 300g,1.2,300g,300,g,1,unit(s),1
BBQ Sauce,BBQ Chicken Pizza,1 sachet,BBQ Sauce,bbq sauce,BBQ Sauce 500g,1.2,500g,500,g,1,sachet,1
Rocket,BBQ Chicken Pizza,1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Red Pepper,Veggie Stuffed Peppers (v),2 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,2,unit(s),2
Echalion Shallot,Veggie Stuffed Peppers (v),1 unit(s),Echalion Shallot,Echalion Shallot,Sainsbury's Shallots 400g,1.2,400g,400,g,1,unit(s),1
Sweetcorn,Veggie Stuffed Peppers (v),1 pack(s),Sweetcorn,sweetcorn,Sweetcorn x3 198g (157g*),1.3,198g,198,g,1,pack(s),1
Cheddar Cheese,Veggie Stuffed Peppers (v),1 unit(s),Cheddar Cheese,british medium cheddar cheese slices,British Medium Cheddar Cheese Slices 240g,1.7,240g,240,g,1,unit(s),1
Basil 20g,Veggie Stuffed Peppers (v),1 bunch(es),Basil 20g,basil,Basil 15g,0.85,15g,15,g,1,bunch(es),1
Italian Herbs,Veggie Stuffed Peppers (v),1 pot(s),Italian Herbs,Italian Herbs,Sainsbury's Italian Herb Seasoning 14g,0.85,14g,14,g,1,pot(s),1
Basmati Rice,Veggie Stuffed Peppers (v),1 pack(s),Basmati Rice,laila basmati rice,Laila Basmati Rice 5kg,8,5k,5000,g,1,pack(s),1
Tomato Passata,Veggie Stuffed Peppers (v),1 pack(s),Tomato Passata,mutti double concentrate tomato,Mutti Double Concentrate Tomato 130g,1.2,130g,130,g,1,pack(s),1
Mozzarella,Veggie Stuffed Peppers (v),1 ball(s),Mozzarella,Mozzarella,Mozzarella Cheese 150g,0.75,150g,150,g,1,ball(s),1
Vine Tomatoes,Veggie Stuffed Peppers (v),2 unit(s),Vine Tomatoes,chopped tomatoes can,Chopped Tomatoes Can 400g,0.35,400g,400,g,2,unit(s),2
Balsamic Vinegar,Veggie Stuffed Peppers (v),1 sachet,Balsamic Vinegar,balsamic vinegar,Balsamic Vinegar 250ml,1.2,250m,250,ml,1,sachet,1
Aubergine,Venetian Style Veggie Pasta (v),1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Asparagus,Venetian Style Veggie Pasta (v),1 pack(s),Asparagus,asparagus tips,Asparagus Tips 100g,1.75,100g,100,g,1,pack(s),1
Red Onion,Venetian Style Veggie Pasta (v),1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Wheat Penne Pasta,Venetian Style Veggie Pasta (v),200 grams,Wheat Penne Pasta,penne,Penne 1kg,1,1k,1000,g,200,grams,0.2
Raisins,Venetian Style Veggie Pasta (v),1 bag(s),Raisins,Raisins,"Sainsbury's Raisins, Seedless 1kg",3,1k,1000,g,1,bag(s),1
Vegetable Stock Powder,Venetian Style Veggie Pasta (v),1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Creme Fraiche,Venetian Style Veggie Pasta (v),1 pack(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pack(s),1
Walnuts,Venetian Style Veggie Pasta (v),1 bag(s),Walnuts,Walnuts,"Sainsbury's Walnut Pieces, SO Organic 100g",1.9,100g,100,g,1,bag(s),1
Flat Leaf Parsley,Venetian Style Veggie Pasta (v),1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Baby Spinach,Venetian Style Veggie Pasta (v),1 unit(s),Baby Spinach,young spinach,Young Spinach 260g,1.5,260g,260,g,1,unit(s),1
Grated Hard Italian Style Cheese,Venetian Style Veggie Pasta (v),1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Water,Venetian Style Veggie Pasta (v),1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Onion,Warming Rigatoni & Bean Soup (v),1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Garlic Clove,Warming Rigatoni & Bean Soup (v),1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Rosemary,Warming Rigatoni & Bean Soup (v),1 sprig(s),Rosemary,fresh packed rosemary,Fresh Packed Rosemary 20g,0.75,20g,20,g,1,sprig(s),0.15
Cannellini Beans,Warming Rigatoni & Bean Soup (v),1 pack(s),Cannellini Beans,cannellini beans in water,Cannellini Beans In Water 400g (235g*),0.55,400g,400,g,1,pack(s),1
Diced Sweet Potato,Warming Rigatoni & Bean Soup (v),1 bag(s),Diced Sweet Potato,sweet potato,Sweet Potato 1.25kg,1.5,1.25k,1250,g,1,bag(s),1
Honey,Warming Rigatoni & Bean Soup (v),1 sachet,Honey,Honey,Rowse Natural Blossom Honey Squeezy 340g,2.85,340g,340,g,1,sachet,1
Wheat Rigatoni Pasta,Warming Rigatoni & Bean Soup (v),160 grams,Wheat Rigatoni Pasta,napolina spaghetti,Napolina Spaghetti 500g,1.3,500g,500,g,160,grams,0.32
Tomato Puree,Warming Rigatoni & Bean Soup (v),1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Finely Chopped Tomatoes,Warming Rigatoni & Bean Soup (v),1 pack(s),Finely Chopped Tomatoes,chopped tomatoes can,Chopped Tomatoes Can 400g,0.35,400g,400,g,1,pack(s),1
Vegetable Stock Powder,Warming Rigatoni & Bean Soup (v),1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Kale,Warming Rigatoni & Bean Soup (v),1 bag(s),Kale,kale,Kale 200g,0.8,200g,200,g,1,bag(s),1
Panko Breadcrumbs,Warming Rigatoni & Bean Soup (v),1 pot(s),Panko Breadcrumbs,yutaka panko breadcrumbs,Yutaka Panko Breadcrumbs 180g,1.8,180g,180,g,1,pot(s),1
Pumpkin Seeds,Warming Rigatoni & Bean Soup (v),1 sachet,Pumpkin Seeds,fudco sunflower and pumpkin seed mi,Fudco Sunflower & Pumpkin Seed Mix 250g,2.5,250g,250,g,1,sachet,1
Flat Leaf Parsley,Warming Rigatoni & Bean Soup (v),1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Lemon,Warming Rigatoni & Bean Soup (v),1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Water,Warming Rigatoni & Bean Soup (v),1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Red Onion,Veggie Pizza (v),1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Red Pepper,Veggie Pizza (v),1 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,1,unit(s),1
Courgette,Veggie Pizza (v),1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Garlic Clove,Veggie Pizza (v),1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Mozzarella,Veggie Pizza (v),1 ball(s),Mozzarella,Mozzarella,Mozzarella Cheese 150g,0.75,150g,150,g,1,ball(s),1
Tomato Puree,Veggie Pizza (v),1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Grated Hard Italian Style Cheese,Veggie Pizza (v),1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Rocket,Veggie Pizza (v),1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Italian Pizza Bases,Veggie Pizza (v),1 unit(s),Italian Pizza Bases,pizza bases,Pizza Bases x2 300g,1.2,300g,300,g,1,unit(s),1
Olive Oil,Veggie Pizza (v),1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Small Sweet Potato,Sausage & Yellow Pepper Ragu,300 grams,Small Sweet Potato,sweet potato,Sweet Potato 1.25kg,1.5,1.25k,1250,g,300,grams,0.24
Yellow Pepper,Sausage & Yellow Pepper Ragu,1 unit(s),Yellow Pepper,yellow pepper,Yellow Pepper,0.45,x1,1,unit,1,unit(s),1
Garlic Clove,Sausage & Yellow Pepper Ragu,1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Pork Sausage,Sausage & Yellow Pepper Ragu,280 grams,Pork Sausage,butchers choice pork sausages,Butcher's Choice Pork Sausages x8 454g,1.5,454g,454,g,280,grams,0.616740088
Mild Paprika,Sausage & Yellow Pepper Ragu,1 pot(s),Mild Paprika,prymat sweet paprika,Prymat Sweet Paprika 20g,0.35,20g,20,g,1,pot(s),1
Oregano,Sausage & Yellow Pepper Ragu,1 pot(s),Oregano,oregano,Oregano 12g,0.9,12g,12,g,1,pot(s),1
Finely Chopped Tomatoes with Onion and Garlic,Sausage & Yellow Pepper Ragu,1 pack(s),Finely Chopped Tomatoes with Onion and Garlic,pasta sauce onion and garlic,"Pasta Sauce, Onion & Garlic 500g",0.65,500g,500,g,1,pack(s),1
Chicken Stock Powder,Sausage & Yellow Pepper Ragu,1 pot(s),Chicken Stock Powder,Chicken Stock Powder,Oxo Reduced Salt Chicken Stock Cubes x12 71g,1,71g,71,g,1,pot(s),1
Cheddar Cheese,Sausage & Yellow Pepper Ragu,1 unit(s),Cheddar Cheese,british medium cheddar cheese slices,British Medium Cheddar Cheese Slices 240g,1.7,240g,240,g,1,unit(s),1
Ciabatta,Sausage & Yellow Pepper Ragu,1 unit(s),Ciabatta,Ciabtta,"Sainsbury's Half Ciabatta, Taste the Difference x2",1.75,x2,2,unit,1,unit(s),0.5
Butter,Sausage & Yellow Pepper Ragu,1 unit(s),Butter,butterlicious spread,Butterlicious Spread 500g,1,500g,500,g,1,unit(s),1
Mangetout,Sausage & Yellow Pepper Ragu,1 pack(s),Mangetout,Mangetout,Sainsbury's Trimmed Mange Tout 200g,1,200g,200,g,1,pack(s),1
Water,Sausage & Yellow Pepper Ragu,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Olive Oil,Sausage & Yellow Pepper Ragu,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Diced Butternut Squash,Rainbow Pesto Pasta (V),1 bag(s),Diced Butternut Squash,butternut squash loose,Butternut Squash Loose,1.5,x1,1,unit,1,bag(s),1
Cherry Plum Tomatoes,Rainbow Pesto Pasta (V),1 punnet(s),Cherry Plum Tomatoes,cherry tomatoes,Cherry Tomatoes 250g,1.75,250g,250,g,1,punnet(s),1
Garlic Clove,Rainbow Pesto Pasta (V),1 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,1,unit(s),1
Red Wine Vinegar,Rainbow Pesto Pasta (V),1 sachet,Red Wine Vinegar,Red Wine Vinegar,"Sainsbury's Wine Vinegar, Red Wine 500ml",0.99,500m,500,ml,1,sachet,1
Onion,Rainbow Pesto Pasta (V),1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Basil 20g,Rainbow Pesto Pasta (V),1 bunch(es),Basil 20g,basil,Basil 15g,0.85,15g,15,g,1,bunch(es),1
Chives,Rainbow Pesto Pasta (V),1 bunch(es),Chives,bunched chives,Bunched Chives 20g,0.75,20g,20,g,1,bunch(es),1
Walnuts,Rainbow Pesto Pasta (V),1 bag(s),Walnuts,Walnuts,"Sainsbury's Walnut Pieces, SO Organic 100g",1.9,100g,100,g,1,bag(s),1
Lemon,Rainbow Pesto Pasta (V),1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Grated Hard Italian Style Cheese,Rainbow Pesto Pasta (V),1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Wheat Fusilli,Rainbow Pesto Pasta (V),200 grams,Wheat Fusilli,Wheat Fusilli,Sainsbury's Wholewheat Fusilli 1kg,1,1k,1000,g,200,grams,0.2
Rocket,Rainbow Pesto Pasta (V),1 bag(s),Rocket,spinach watercress and rocket salad,"Spinach, Watercress & Rocket Salad 80g",1.3,80g,80,g,1,bag(s),1
Sugar,Rainbow Pesto Pasta (V),1 tsp,Sugar,white granulated sugar,White Granulated Sugar 1kg,0.75,1k,1000,g,1,tsp,0.003
Olive Oil,Rainbow Pesto Pasta (V),1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Water,Rainbow Pesto Pasta (V),1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Red Pepper,Creamy Veggie Penne,1 unit(s),Red Pepper,red pepper,Red Pepper,0.45,x1,1,unit,1,unit(s),1
Yellow Pepper,Creamy Veggie Penne,1 unit(s),Yellow Pepper,yellow pepper,Yellow Pepper,0.45,x1,1,unit,1,unit(s),1
Courgette,Creamy Veggie Penne,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Baby Plum Tomatoes,Creamy Veggie Penne,1 punnet(s),Baby Plum Tomatoes,baby plum tomatoes,Baby Plum Tomatoes 250g,0.75,250g,250,g,1,punnet(s),1
Wheat Penne Pasta,Creamy Veggie Penne,200 grams,Wheat Penne Pasta,penne,Penne 1kg,1,1k,1000,g,200,grams,0.2
Lemon,Creamy Veggie Penne,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Vegetable Stock Powder,Creamy Veggie Penne,1 sachet,Vegetable Stock Powder,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,sachet,1
Creme Fraiche,Creamy Veggie Penne,1 pack(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pack(s),1
Grated Hard Italian Style Cheese,Creamy Veggie Penne,1 pack(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,pack(s),1
Tarragon,Creamy Veggie Penne,1 bunch(es),Tarragon,Tarragon,Sainsbury's Fresh Packed Tarragon 20g,0.75,20g,20,g,1,bunch(es),1
Onion,Chorizo Aubergine Spaghetti,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Flat Leaf Parsley,Chorizo Aubergine Spaghetti,1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Garlic Clove,Chorizo Aubergine Spaghetti,2 unit(s),Garlic Clove,garlic,Garlic,0.25,x1,1,unit,2,unit(s),2
Sundried Tomatoes,Chorizo Aubergine Spaghetti,30 grams,Sundried Tomatoes,Sundried Tomatoes,Sainsbury's Sun Dried Tomato Antipasto Oil 280g (150g*),1.75,280g,280,g,30,grams,0.107142857
Aubergine,Chorizo Aubergine Spaghetti,1 unit(s),Aubergine,aubergine,Aubergine,0.6,x1,1,unit,1,unit(s),1
Chilli Flakes,Chorizo Aubergine Spaghetti,1 pinch,Chilli Flakes,ancho chilli flakes,Ancho Chilli Flakes 27g,0.85,27g,27,g,1,pinch,0.111111111
Chorizo,Chorizo Aubergine Spaghetti,60 grams,Chorizo,spanish chorizo rin,Spanish Chorizo Ring 225g,2.25,225g,225,g,60,grams,0.266666667
Wheat Spaghetti,Chorizo Aubergine Spaghetti,200 grams,Wheat Spaghetti,spaghetti,Spaghetti 500g,0.55,500g,500,g,200,grams,0.4
Finely Chopped Tomatoes with Basil,Chorizo Aubergine Spaghetti,1 pack(s),Finely Chopped Tomatoes with Basil,stir in tomato and basil pasta sauce,Stir In Tomato & Basil Pasta Sauce 150g,0.9,150g,150,g,1,pack(s),1
Onion,Sweet Potato Risotto,1 unit(s),Onion,onions,Onions 1kg,0.85,1k,1000,g,1,unit(s),1
Courgette,Sweet Potato Risotto,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Diced Sweet Potato,Sweet Potato Risotto,1 pack(s),Diced Sweet Potato,sweet potato,Sweet Potato 1.25kg,1.5,1.25k,1250,g,1,pack(s),1
Flat Leaf Parsley,Sweet Potato Risotto,1 bunch(es),Flat Leaf Parsley,fresh packed flat leaf parsley,Fresh Packed Flat Leaf Parsley 30g,0.75,30g,30,g,1,bunch(es),1
Chicken Stock Powder,Sweet Potato Risotto,1 sachet,Chicken Stock Powder,Chicken Stock Powder,Oxo Reduced Salt Chicken Stock Cubes x12 71g,1,71g,71,g,1,sachet,1
Easy Garlic,Sweet Potato Risotto,1 sachet,Easy Garlic,garlic,Garlic,0.25,x1,1,unit,1,sachet,1
Arborio Rice,Sweet Potato Risotto,175 grams,Arborio Rice,gallo arborio rice,Gallo Arborio Rice 500g,2.3,500g,500,g,175,grams,0.35
Grated Hard Italian Style Cheese,Sweet Potato Risotto,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Unsalted Butter,Sweet Potato Risotto,15 grams,Unsalted Butter,lurpak butter unsalted,"Lurpak Butter, Unsalted 250g",2,250g,250,g,15,grams,0.06
Bacon Lardons,Sweet Potato Risotto,90 grams,Bacon Lardons,unsmoked back bacon rashers,Unsmoked Back Bacon Rashers x16 500g,2.85,500g,500,g,90,grams,0.18
Olive Oil,Sweet Potato Risotto,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Water,Sweet Potato Risotto,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Minced Beef,Penne Beef Ragu Alforno,240 grams,Minced Beef,beef mince   fat,Beef Mince 5% Fat 500g,2.59,500g,500,g,240,grams,0.48
Carrot,Penne Beef Ragu Alforno,1 unit(s),Carrot,carrots,Carrots 1kg,0.41,1k,1000,g,1,unit(s),1
Wheat Penne Pasta,Penne Beef Ragu Alforno,200 grams,Wheat Penne Pasta,penne,Penne 1kg,1,1k,1000,g,200,grams,0.2
Tomato Puree,Penne Beef Ragu Alforno,1 sachet,Tomato Puree,tomato puree double concentrate,"Tomato Puree, Double Concentrate 200g",0.35,200g,200,g,1,sachet,1
Finely Chopped Tomatoes with Onion and Garlic,Penne Beef Ragu Alforno,1 pack(s),Finely Chopped Tomatoes with Onion and Garlic,pasta sauce onion and garlic,"Pasta Sauce, Onion & Garlic 500g",0.65,500g,500,g,1,pack(s),1
Red Wine Stock,Penne Beef Ragu Alforno,1 pot(s),Red Wine Stock,Red Wine Stock,Oxo Red Wine Stock Pots x4 20g,1,20g,20,g,1,pot(s),1
Cucumber,Penne Beef Ragu Alforno,1 unit(s),Cucumber,whole cucumber,Whole Cucumber,0.43,x1,1,unit,1,unit(s),1
Baby Plum Tomatoes,Penne Beef Ragu Alforno,1 punnet(s),Baby Plum Tomatoes,baby plum tomatoes,Baby Plum Tomatoes 250g,0.75,250g,250,g,1,punnet(s),1
Balsamic Vinegar,Penne Beef Ragu Alforno,1 sachet,Balsamic Vinegar,balsamic vinegar,Balsamic Vinegar 250ml,1.2,250m,250,ml,1,sachet,1
Mozzarella,Penne Beef Ragu Alforno,1 pack(s),Mozzarella,Mozzarella,Mozzarella Cheese 150g,0.75,150g,150,g,1,pack(s),1
Grated Hard Italian Style Cheese,Penne Beef Ragu Alforno,1 pack(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,pack(s),1
Chives,Penne Beef Ragu Alforno,1 bunch(es),Chives,bunched chives,Bunched Chives 20g,0.75,20g,20,g,1,bunch(es),1
Water,Penne Beef Ragu Alforno,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Olive Oil,Penne Beef Ragu Alforno,1 tbsp,Olive Oil,olive oil extra virgin  l,"Olive Oil, Extra Virgin 1L",3.4,1L,1000,ml,1,tbsp,0.017
Red Onion,Summer Chicken Linguine,1 unit(s),Red Onion,red onions loose,Red Onions Loose,1,x1,1,unit,1,unit(s),1
Basil 20g,Summer Chicken Linguine,1 bunch(es),Basil 20g,basil,Basil 15g,0.85,15g,15,g,1,bunch(es),1
Lemon,Summer Chicken Linguine,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Easy Garlic,Summer Chicken Linguine,1 sachet,Easy Garlic,garlic,Garlic,0.25,x1,1,unit,1,sachet,1
Diced Chicken Thigh,Summer Chicken Linguine,420 grams,Diced Chicken Thigh,roast chicken thighs,Roast Chicken Thighs 500g,3,500g,500,g,420,grams,0.84
Linguine,Summer Chicken Linguine,400 grams,Linguine,Linguine,Sainsbury's Linguine 500g,0.55,500g,500,g,400,grams,0.8
Sugar Snap Peas,Summer Chicken Linguine,2 pack(s),Sugar Snap Peas,Sugar Snap Peas,Sugar Snap Peas 220g,1.1,220g,220,g,2,pack(s),2
Creme Fraiche,Summer Chicken Linguine,1 pot(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pot(s),1
Chicken Stock,Summer Chicken Linguine,1 sachet,Chicken Stock,chicken liver,Chicken Liver 170g,1.4,170g,170,g,1,sachet,1
Grated Hard Italian Style Cheese,Summer Chicken Linguine,1 unit(s),Grated Hard Italian Style Cheese,grated mozzarella cheese,Grated Mozzarella Cheese 250g,1.7,250g,250,g,1,unit(s),1
Water,Summer Chicken Linguine,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Chives,Creamy Seafood Linguine,1 bunch(es),Chives,bunched chives,Bunched Chives 20g,0.75,20g,20,g,1,bunch(es),1
Lemon,Creamy Seafood Linguine,1 unit(s),Lemon,lemons,Lemons,0.3,x1,1,unit,1,unit(s),1
Courgette,Creamy Seafood Linguine,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Wheat Spaghetti,Creamy Seafood Linguine,200 grams,Wheat Spaghetti,spaghetti,Spaghetti 500g,0.55,500g,500,g,200,grams,0.4
Vegetable Stock Pot,Creamy Seafood Linguine,1 unit(s),Vegetable Stock Pot,oxo vegetable stock cubes,Oxo Vegetable Stock Cubes x12 71g,1.6,71g,71,g,1,unit(s),1
Smoked Fish Mix,Creamy Seafood Linguine,1 pack(s),Smoked Fish Mix,Smoked Fish Mix,Capsicana Mexican Smoked Cumin & Chipotle for Fajitas Seasoning Mix 28g,1.1,28g,28,g,1,pack(s),1
Creme Fraiche,Creamy Seafood Linguine,1 pot(s),Creme Fraiche,yeo valley organic half fat creme fraiche,Yeo Valley Organic Half Fat Creme Fraiche 200g,1.1,200g,200,g,1,pot(s),1
Water,Creamy Seafood Linguine,1 unit(s),Water,Water,Water,0,x1,1,unit,1,unit(s),1
Bacon Lardons,Pronto Bacon Pappardelle,90 grams,Bacon Lardons,unsmoked back bacon rashers,Unsmoked Back Bacon Rashers x16 500g,2.85,500g,500,g,90,grams,0.18
Echalion Shallot,Pronto Bacon Pappardelle,1 unit(s),Echalion Shallot,Echalion Shallot,Sainsbury's Shallots 400g,1.2,400g,400,g,1,unit(s),1
Chestnut Mushrooms,Pronto Bacon Pappardelle,1 punnet(s),Chestnut Mushrooms,baby button mushrooms,Baby Button Mushrooms 200g,1.1,200g,200,g,1,punnet(s),1
Courgette,Pronto Bacon Pappardelle,1 unit(s),Courgette,courgettes,Courgettes 500g,1.25,500g,500,g,1,unit(s),1
Pappardelle,Pronto Bacon Pappardelle,200 grams,Pappardelle,fusilli,Fusilli 1kg,1,1k,1000,g,200,grams,0.2
Dried Thyme,Pronto Bacon Pappardelle,1 pot(s),Dried Thyme,thyme,Thyme 12g,0.85,12g,12,g,1,pot(s),1
